year,quarter,district_code,district_name,neighborhood_code,neighborhood_name,euros_month,euros_m2_month,num_agreements
2018,4,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,1031.54,14.75,346
2018,4,6,Gràcia,28,Vallcarca i els Penitents,971.51,14.34,135
2018,4,6,Gràcia,29,el Coll,748.9,11.88,50
2018,4,6,Gràcia,30,la Salut,930.09,13.33,105
2018,4,6,Gràcia,31,la Vila de Gràcia,927.06,14.76,702
2018,4,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,945.81,14.06,317
2018,4,7,Horta-Guinardó,33,el Baix Guinardó,827.04,12.65,177
2018,4,7,Horta-Guinardó,34,Can Baró,727.05,12.14,83
2018,4,7,Horta-Guinardó,35,el Guinardó,796.35,12.38,279
2018,4,7,Horta-Guinardó,36,la Font d'en Fargues,840.52,12.42,29
2018,4,7,Horta-Guinardó,37,el Carmel,653.21,11.6,190
2018,4,7,Horta-Guinardó,38,la Teixonera,721.23,12.17,85
2018,4,7,Horta-Guinardó,39,Sant Genís dels Agudells,666.91,9.56,59
2018,4,7,Horta-Guinardó,40,Montbau,750.95,11.59,42
2018,4,7,Horta-Guinardó,41,la Vall d'Hebron,876.65,12.59,31
2018,4,7,Horta-Guinardó,43,Horta,745.35,11.76,167
2018,4,8,Nou Barris,44,Vilapicina i la Torre Llobeta,782.95,12.04,155
2018,4,8,Nou Barris,45,Porta,723.34,11.94,153
2018,4,8,Nou Barris,46,el Turó de la Peira,692.05,11.43,88
2018,4,8,Nou Barris,47,Can Peguera,278.37399999999997,7.6659999999999995,3
2018,4,8,Nou Barris,48,la Guineueta,708.41,10.01,93
2018,4,8,Nou Barris,49,Canyelles,774.38,10.09,8
2018,4,8,Nou Barris,50,les Roquetes,595.81,10.89,68
2018,4,8,Nou Barris,51,Verdun,649.22,11.92,76
2018,4,8,Nou Barris,52,la Prosperitat,698.08,12.41,149
2018,4,8,Nou Barris,53,la Trinitat Nova,575.38,11.7,30
2018,4,8,Nou Barris,54,Torre Baró,401.71285714285716,7.377692307692308,5
2018,4,8,Nou Barris,55,Ciutat Meridiana,514.52,8.7,31
2018,4,8,Nou Barris,56,Vallbona,390.17333333333335,5.816666666666666,1
2018,4,9,Sant Andreu,57,la Trinitat Vella,564.56,9.4,48
2018,4,9,Sant Andreu,58,Baró de Viver,673.69,7.6,7
2018,4,9,Sant Andreu,59,el Bon Pastor,696.06,10.68,40
2018,4,9,Sant Andreu,60,Sant Andreu,782.15,12.24,338
2018,4,9,Sant Andreu,61,la Sagrera,798.32,12.23,192
2018,4,9,Sant Andreu,62,el Congrés i els Indians,804.74,12.18,92
2018,4,9,Sant Andreu,63,Navas,840.01,12.12,157
2018,4,10,Sant Martí,64,el Camp de l'Arpa del Clot,851.58,13.58,357
2018,4,10,Sant Martí,65,el Clot,835.55,12.47,170
2018,4,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,938.59,14.16,98
2018,4,10,Sant Martí,67,la Vila Olímpica del Poblenou,1292.23,16.65,58
2018,4,10,Sant Martí,68,el Poblenou,970.64,14.76,292
2018,4,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,1307.79,16.84,84
2018,4,10,Sant Martí,70,el Besòs i el Maresme,711.67,11.54,97
2018,4,10,Sant Martí,71,Provençals del Poblenou,999.63,14.27,96
2018,4,10,Sant Martí,72,Sant Martí de Provençals,823.46,11.77,114
2018,4,10,Sant Martí,73,la Verneda i la Pau,756.1,11.81,106
2019,1,1,Ciutat Vella,1,el Raval,822.6,14.1,499
2019,1,1,Ciutat Vella,2,el Barri Gòtic,1060.9,14.5,244
2019,1,1,Ciutat Vella,3,la Barceloneta,891.3,16.8,109
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",990.2,14.7,323
2019,1,2,Eixample,5,el Fort Pienc,957.2,13.7,281
2019,1,2,Eixample,6,la Sagrada Família,936.3,14.4,494
2019,1,2,Eixample,7,la Dreta de l'Eixample,1269.1,13.9,519
2019,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,1123.0,14.3,521
2019,1,2,Eixample,9,la Nova Esquerra de l'Eixample,1008.5,13.9,534
2019,1,2,Eixample,10,Sant Antoni,986.2,13.8,302
2019,1,3,Sants-Montjuïc,11,el Poble Sec,815.8,14.3,348
2019,1,3,Sants-Montjuïc,13,la Marina de Port,714.9,10.1,110
2019,1,3,Sants-Montjuïc,14,la Font de la Guatlla,857.6,12.9,100
2019,1,3,Sants-Montjuïc,15,Hostafrancs,810.0,14.1,132
2019,1,3,Sants-Montjuïc,16,la Bordeta,844.1,12.5,120
2019,1,3,Sants-Montjuïc,17,Sants - Badal,823.5,13.4,202
2019,1,3,Sants-Montjuïc,18,Sants,873.0,13.7,352
2019,1,4,Les Corts,19,les Corts,1070.0,14.6,334
2019,1,4,Les Corts,20,la Maternitat i Sant Ramon,938.5,13.8,147
2019,1,4,Les Corts,21,Pedralbes,1732.5,16.0,63
2019,1,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",1103.5,11.4,17
2019,1,5,Sarrià-Sant Gervasi,23,Sarrià,1297.7,16.3,182
2019,1,5,Sarrià-Sant Gervasi,24,les Tres Torres,1645.9,16.5,91
2019,1,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,1226.4,15.5,235
2019,1,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,1357.9,14.4,415
2019,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,1057.1,15.2,317
2019,1,6,Gràcia,28,Vallcarca i els Penitents,907.5,13.6,120
2019,1,6,Gràcia,29,el Coll,750.6,12.2,49
2019,1,6,Gràcia,30,la Salut,883.4,12.7,103
2019,1,6,Gràcia,31,la Vila de Gràcia,933.4,14.8,683
2019,1,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,937.3,14.1,307
2019,1,7,Horta-Guinardó,33,el Baix Guinardó,859.1,12.9,198
2019,1,7,Horta-Guinardó,34,Can Baró,791.2,13.6,74
2019,1,7,Horta-Guinardó,35,el Guinardó,789.8,12.4,293
2019,1,7,Horta-Guinardó,36,la Font d'en Fargues,796.5,11.6,40
2019,1,7,Horta-Guinardó,37,el Carmel,670.6,12.0,184
2019,1,7,Horta-Guinardó,38,la Teixonera,704.4,11.7,59
2019,1,7,Horta-Guinardó,39,Sant Genís dels Agudells,759.2,10.9,51
2019,1,7,Horta-Guinardó,40,Montbau,780.4,11.6,42
2019,1,7,Horta-Guinardó,41,la Vall d'Hebron,870.2,13.3,28
2019,1,7,Horta-Guinardó,43,Horta,777.0,12.2,165
2019,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,758.5,11.9,162
2019,1,8,Nou Barris,45,Porta,722.8,11.6,132
2019,1,8,Nou Barris,46,el Turó de la Peira,685.3,11.4,101
2019,1,8,Nou Barris,47,Can Peguera,278.37399999999997,7.6659999999999995,1
2019,1,8,Nou Barris,48,la Guineueta,751.0,10.3,74
2019,1,8,Nou Barris,49,Canyelles,791.9,9.6,14
2019,1,8,Nou Barris,50,les Roquetes,636.1,11.8,60
2019,1,8,Nou Barris,51,Verdun,633.2,10.7,79
2019,1,8,Nou Barris,52,la Prosperitat,677.4,11.7,160
2019,1,8,Nou Barris,53,la Trinitat Nova,612.3,12.0,24
2019,1,8,Nou Barris,54,Torre Baró,401.71285714285716,7.377692307692308,3
2019,1,8,Nou Barris,55,Ciutat Meridiana,575.4,9.8,35
2019,1,8,Nou Barris,56,Vallbona,390.17333333333335,5.816666666666666,0
2019,1,9,Sant Andreu,57,la Trinitat Vella,601.2,10.3,45
2019,1,9,Sant Andreu,59,el Bon Pastor,705.8,10.9,43
2019,1,9,Sant Andreu,60,Sant Andreu,795.3,12.2,306
2019,1,9,Sant Andreu,61,la Sagrera,807.6,12.4,183
2019,1,9,Sant Andreu,62,el Congrés i els Indians,772.3,11.5,94
2019,1,9,Sant Andreu,63,Navas,855.3,12.3,113
2019,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,845.3,13.1,316
2019,1,10,Sant Martí,65,el Clot,828.8,12.9,174
2019,1,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,950.8,14.7,93
2019,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,1304.0,17.1,54
2019,1,10,Sant Martí,68,el Poblenou,952.5,14.4,281
2019,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,1231.2,16.3,99
2019,1,10,Sant Martí,70,el Besòs i el Maresme,694.8,11.0,102
2019,1,10,Sant Martí,71,Provençals del Poblenou,959.2,13.9,105
2019,1,10,Sant Martí,72,Sant Martí de Provençals,840.2,11.7,128
2019,1,10,Sant Martí,73,la Verneda i la Pau,764.6,11.5,100
2019,2,1,Ciutat Vella,1,el Raval,867.0,14.5,481
2019,2,1,Ciutat Vella,2,el Barri Gòtic,1112.1,14.0,212
2019,2,1,Ciutat Vella,3,la Barceloneta,924.0,18.1,99
2019,2,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1010.1,15.5,325
2019,2,2,Eixample,5,el Fort Pienc,988.7,13.6,263
2019,2,2,Eixample,6,la Sagrada Família,942.9,14.4,468
2019,2,2,Eixample,7,la Dreta de l'Eixample,1277.9,14.2,498
2019,2,2,Eixample,8,l'Antiga Esquerra de l'Eixample,1139.8,14.1,491
2019,2,2,Eixample,9,la Nova Esquerra de l'Eixample,1032.9,14.6,495
2019,2,2,Eixample,10,Sant Antoni,985.2,14.0,355
2019,2,3,Sants-Montjuïc,11,el Poble Sec,823.4,14.2,316
2019,2,3,Sants-Montjuïc,13,la Marina de Port,753.1,10.6,116
2019,2,3,Sants-Montjuïc,14,la Font de la Guatlla,854.2,12.6,65
2019,2,3,Sants-Montjuïc,15,Hostafrancs,824.2,13.3,147
2019,2,3,Sants-Montjuïc,16,la Bordeta,859.5,12.4,89
2019,2,3,Sants-Montjuïc,17,Sants - Badal,858.4,13.8,166
2019,2,3,Sants-Montjuïc,18,Sants,867.5,13.9,336
2019,2,4,Les Corts,19,les Corts,1085.1,14.9,325
2019,2,4,Les Corts,20,la Maternitat i Sant Ramon,973.0,13.8,157
2019,2,4,Les Corts,21,Pedralbes,1746.7,14.8,65
2019,2,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",1121.6,13.5,20
2019,2,5,Sarrià-Sant Gervasi,23,Sarrià,1334.2,16.8,173
2019,2,5,Sarrià-Sant Gervasi,24,les Tres Torres,1602.5,16.9,89
2019,2,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,1310.0,15.7,222
2019,2,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,1360.3,15.5,452
2019,2,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,1115.7,14.8,335
2019,2,6,Gràcia,28,Vallcarca i els Penitents,1028.9,14.4,141
2019,2,6,Gràcia,29,el Coll,819.8,12.5,56
2019,2,6,Gràcia,30,la Salut,899.2,12.9,72
2019,2,6,Gràcia,31,la Vila de Gràcia,951.2,15.2,642
2019,2,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,978.3,14.7,292
2019,2,7,Horta-Guinardó,33,el Baix Guinardó,866.8,12.9,176
2019,2,7,Horta-Guinardó,34,Can Baró,764.5,13.0,61
2019,2,7,Horta-Guinardó,35,el Guinardó,825.0,12.9,283
2019,2,7,Horta-Guinardó,36,la Font d'en Fargues,1044.0,13.9,33
2019,2,7,Horta-Guinardó,37,el Carmel,666.9,11.5,176
2019,2,7,Horta-Guinardó,38,la Teixonera,725.9,12.5,77
2019,2,7,Horta-Guinardó,39,Sant Genís dels Agudells,705.1,9.9,52
2019,2,7,Horta-Guinardó,40,Montbau,802.4,11.7,48
2019,2,7,Horta-Guinardó,41,la Vall d'Hebron,796.6,12.5,26
2019,2,7,Horta-Guinardó,43,Horta,760.6,12.1,147
2019,2,8,Nou Barris,44,Vilapicina i la Torre Llobeta,773.7,12.2,128
2019,2,8,Nou Barris,45,Porta,775.3,12.2,136
2019,2,8,Nou Barris,46,el Turó de la Peira,702.4,12.1,100
2019,2,8,Nou Barris,47,Can Peguera,278.37399999999997,7.6659999999999995,1
2019,2,8,Nou Barris,48,la Guineueta,723.1,9.8,84
2019,2,8,Nou Barris,49,Canyelles,756.4,9.3,18
2019,2,8,Nou Barris,50,les Roquetes,625.3,11.1,76
2019,2,8,Nou Barris,51,Verdun,653.3,12.2,63
2019,2,8,Nou Barris,52,la Prosperitat,673.7,12.0,135
2019,2,8,Nou Barris,53,la Trinitat Nova,640.2,12.8,29
2019,2,8,Nou Barris,54,Torre Baró,401.71285714285716,7.377692307692308,4
2019,2,8,Nou Barris,55,Ciutat Meridiana,559.8,9.4,34
2019,2,8,Nou Barris,56,Vallbona,390.17333333333335,5.816666666666666,3
2019,2,9,Sant Andreu,57,la Trinitat Vella,614.7,10.3,44
2019,2,9,Sant Andreu,59,el Bon Pastor,659.2,10.1,38
2019,2,9,Sant Andreu,60,Sant Andreu,800.9,12.7,283
2019,2,9,Sant Andreu,61,la Sagrera,807.5,12.6,185
2019,2,9,Sant Andreu,62,el Congrés i els Indians,782.7,12.2,77
2019,2,9,Sant Andreu,63,Navas,836.9,12.1,114
2019,2,10,Sant Martí,64,el Camp de l'Arpa del Clot,844.3,13.5,350
2019,2,10,Sant Martí,65,el Clot,829.4,12.9,154
2019,2,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,1066.6,15.2,126
2019,2,10,Sant Martí,67,la Vila Olímpica del Poblenou,1444.6,17.4,65
2019,2,10,Sant Martí,68,el Poblenou,996.7,14.6,268
2019,2,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,1388.1,16.1,73
2019,2,10,Sant Martí,70,el Besòs i el Maresme,844.5,12.0,99
2019,2,10,Sant Martí,71,Provençals del Poblenou,960.1,13.6,111
2019,2,10,Sant Martí,72,Sant Martí de Provençals,844.1,12.1,117
2019,2,10,Sant Martí,73,la Verneda i la Pau,798.1,11.8,98
2019,3,1,Ciutat Vella,1,el Raval,869.1,14.7,438
2019,3,1,Ciutat Vella,2,el Barri Gòtic,1082.4,14.3,221
2019,3,1,Ciutat Vella,3,la Barceloneta,871.6,17.7,83
2019,3,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1020.2,15.7,339
2019,3,2,Eixample,5,el Fort Pienc,1031.3,14.3,285
2019,3,2,Eixample,6,la Sagrada Família,979.6,14.6,488
2019,3,2,Eixample,7,la Dreta de l'Eixample,1348.9,15.2,496
2019,3,2,Eixample,8,l'Antiga Esquerra de l'Eixample,1194.4,14.7,564
2019,3,2,Eixample,9,la Nova Esquerra de l'Eixample,1081.4,14.6,624
2019,3,2,Eixample,10,Sant Antoni,987.2,13.9,401
2019,3,3,Sants-Montjuïc,11,el Poble Sec,865.8,14.4,300
2019,3,3,Sants-Montjuïc,13,la Marina de Port,790.1,11.1,81
2019,3,3,Sants-Montjuïc,14,la Font de la Guatlla,881.5,13.0,91
2019,3,3,Sants-Montjuïc,15,Hostafrancs,834.6,14.1,108
2019,3,3,Sants-Montjuïc,16,la Bordeta,832.9,13.3,91
2019,3,3,Sants-Montjuïc,17,Sants - Badal,888.3,14.2,195
2019,3,3,Sants-Montjuïc,18,Sants,884.3,13.9,367
2019,3,4,Les Corts,19,les Corts,1113.9,15.2,393
2019,3,4,Les Corts,20,la Maternitat i Sant Ramon,1040.3,15.0,207
2019,3,4,Les Corts,21,Pedralbes,1950.1,16.4,71
2019,3,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",1355.5,16.0,21
2019,3,5,Sarrià-Sant Gervasi,23,Sarrià,1449.5,17.2,217
2019,3,5,Sarrià-Sant Gervasi,24,les Tres Torres,1614.8,17.3,109
2019,3,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,1317.0,16.5,263
2019,3,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,1412.2,15.9,461
2019,3,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,1070.2,15.0,327
2019,3,6,Gràcia,28,Vallcarca i els Penitents,953.7,13.9,139
2019,3,6,Gràcia,29,el Coll,813.8,12.8,47
2019,3,6,Gràcia,30,la Salut,926.4,13.7,97
2019,3,6,Gràcia,31,la Vila de Gràcia,991.5,15.6,659
2019,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,996.3,15.2,322
2019,3,7,Horta-Guinardó,33,el Baix Guinardó,902.2,14.2,196
2019,3,7,Horta-Guinardó,34,Can Baró,762.5,13.5,52
2019,3,7,Horta-Guinardó,35,el Guinardó,819.7,13.0,230
2019,3,7,Horta-Guinardó,36,la Font d'en Fargues,880.2,12.8,31
2019,3,7,Horta-Guinardó,37,el Carmel,703.3,12.8,160
2019,3,7,Horta-Guinardó,38,la Teixonera,773.7,13.2,66
2019,3,7,Horta-Guinardó,39,Sant Genís dels Agudells,756.0,10.4,36
2019,3,7,Horta-Guinardó,40,Montbau,792.4,12.1,38
2019,3,7,Horta-Guinardó,41,la Vall d'Hebron,830.0,13.4,26
2019,3,7,Horta-Guinardó,43,Horta,788.6,12.6,140
2019,3,8,Nou Barris,44,Vilapicina i la Torre Llobeta,792.2,12.1,115
2019,3,8,Nou Barris,45,Porta,749.2,12.7,121
2019,3,8,Nou Barris,46,el Turó de la Peira,690.0,11.6,96
2019,3,8,Nou Barris,47,Can Peguera,278.37399999999997,7.6659999999999995,2
2019,3,8,Nou Barris,48,la Guineueta,721.1,10.5,50
2019,3,8,Nou Barris,49,Canyelles,714.4,9.5,9
2019,3,8,Nou Barris,50,les Roquetes,612.3,11.3,53
2019,3,8,Nou Barris,51,Verdun,696.1,12.6,82
2019,3,8,Nou Barris,52,la Prosperitat,696.3,12.6,121
2019,3,8,Nou Barris,53,la Trinitat Nova,617.9,12.2,31
2019,3,8,Nou Barris,54,Torre Baró,401.71285714285716,7.377692307692308,4
2019,3,8,Nou Barris,55,Ciutat Meridiana,532.6,9.4,25
2019,3,8,Nou Barris,56,Vallbona,390.17333333333335,5.816666666666666,5
2019,3,9,Sant Andreu,57,la Trinitat Vella,569.9,8.9,34
2019,3,9,Sant Andreu,59,el Bon Pastor,654.3,10.3,34
2019,3,9,Sant Andreu,60,Sant Andreu,805.0,12.5,247
2019,3,9,Sant Andreu,61,la Sagrera,827.1,13.2,152
2019,3,9,Sant Andreu,62,el Congrés i els Indians,805.9,12.3,78
2019,3,9,Sant Andreu,63,Navas,864.6,12.4,106
2019,3,10,Sant Martí,64,el Camp de l'Arpa del Clot,879.5,13.6,291
2019,3,10,Sant Martí,65,el Clot,899.1,13.8,152
2019,3,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,959.6,14.5,116
2019,3,10,Sant Martí,67,la Vila Olímpica del Poblenou,1332.4,17.9,68
2019,3,10,Sant Martí,68,el Poblenou,1024.3,15.5,258
2019,3,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,1409.4,18.5,67
2019,3,10,Sant Martí,70,el Besòs i el Maresme,728.3,11.6,110
2019,3,10,Sant Martí,71,Provençals del Poblenou,996.4,14.4,90
2019,3,10,Sant Martí,72,Sant Martí de Provençals,829.7,11.9,112
2019,3,10,Sant Martí,73,la Verneda i la Pau,770.2,11.2,96
2019,4,1,Ciutat Vella,1,el Raval,844.9,14.0,511
2019,4,1,Ciutat Vella,2,el Barri Gòtic,1139.7,14.3,213
2019,4,1,Ciutat Vella,3,la Barceloneta,893.0,17.0,94
2019,4,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",966.4,14.8,353
2019,4,2,Eixample,5,el Fort Pienc,1064.4,14.4,315
2019,4,2,Eixample,6,la Sagrada Família,980.0,14.5,527
2019,4,2,Eixample,7,la Dreta de l'Eixample,1333.0,14.3,564
2019,4,2,Eixample,8,l'Antiga Esquerra de l'Eixample,1187.6,14.8,535
2019,4,2,Eixample,9,la Nova Esquerra de l'Eixample,1083.7,14.9,583
2019,4,2,Eixample,10,Sant Antoni,1018.4,13.8,391
2019,4,3,Sants-Montjuïc,11,el Poble Sec,846.2,14.5,337
2019,4,3,Sants-Montjuïc,12,la Marina del Prat Vermell,350.5,7.1,56
2019,4,3,Sants-Montjuïc,13,la Marina de Port,816.7,11.5,104
2019,4,3,Sants-Montjuïc,14,la Font de la Guatlla,868.8,12.8,64
2019,4,3,Sants-Montjuïc,15,Hostafrancs,854.4,13.9,135
2019,4,3,Sants-Montjuïc,16,la Bordeta,870.0,12.9,95
2019,4,3,Sants-Montjuïc,17,Sants - Badal,838.0,13.8,193
2019,4,3,Sants-Montjuïc,18,Sants,884.8,13.9,393
2019,4,4,Les Corts,19,les Corts,1116.2,15.4,342
2019,4,4,Les Corts,20,la Maternitat i Sant Ramon,1078.1,15.0,140
2019,4,4,Les Corts,21,Pedralbes,2023.4,15.5,56
2019,4,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",1220.0,14.2,19
2019,4,5,Sarrià-Sant Gervasi,23,Sarrià,1398.4,17.0,216
2019,4,5,Sarrià-Sant Gervasi,24,les Tres Torres,1745.0,17.4,119
2019,4,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,1361.6,16.4,240
2019,4,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,1455.9,15.2,446
2019,4,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,1099.8,15.1,359
2019,4,6,Gràcia,28,Vallcarca i els Penitents,987.0,14.2,158
2019,4,6,Gràcia,29,el Coll,817.5,13.2,62
2019,4,6,Gràcia,30,la Salut,954.4,13.2,116
2019,4,6,Gràcia,31,la Vila de Gràcia,975.7,14.8,698
2019,4,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,1017.6,14.9,335
2019,4,7,Horta-Guinardó,33,el Baix Guinardó,897.7,13.8,207
2019,4,7,Horta-Guinardó,34,Can Baró,755.9,13.5,78
2019,4,7,Horta-Guinardó,35,el Guinardó,843.1,13.4,279
2019,4,7,Horta-Guinardó,36,la Font d'en Fargues,850.9,13.2,43
2019,4,7,Horta-Guinardó,37,el Carmel,700.2,12.2,196
2019,4,7,Horta-Guinardó,38,la Teixonera,747.3,12.8,87
2019,4,7,Horta-Guinardó,39,Sant Genís dels Agudells,740.2,11.6,36
2019,4,7,Horta-Guinardó,40,Montbau,798.5,12.2,49
2019,4,7,Horta-Guinardó,41,la Vall d'Hebron,954.5,13.9,28
2019,4,7,Horta-Guinardó,43,Horta,802.5,12.8,177
2019,4,8,Nou Barris,44,Vilapicina i la Torre Llobeta,801.8,12.4,179
2019,4,8,Nou Barris,45,Porta,756.8,12.7,150
2019,4,8,Nou Barris,46,el Turó de la Peira,710.7,11.7,103
2019,4,8,Nou Barris,47,Can Peguera,278.37399999999997,7.6659999999999995,3
2019,4,8,Nou Barris,48,la Guineueta,783.0,11.5,62
2019,4,8,Nou Barris,49,Canyelles,722.5,9.5,10
2019,4,8,Nou Barris,50,les Roquetes,610.5,10.9,69
2019,4,8,Nou Barris,51,Verdun,668.7,13.0,63
2019,4,8,Nou Barris,52,la Prosperitat,692.5,11.9,139
2019,4,8,Nou Barris,53,la Trinitat Nova,561.4,11.5,32
2019,4,8,Nou Barris,54,Torre Baró,401.71285714285716,7.377692307692308,4
2019,4,8,Nou Barris,55,Ciutat Meridiana,572.9,10.0,32
2019,4,8,Nou Barris,56,Vallbona,390.17333333333335,5.816666666666666,3
2019,4,9,Sant Andreu,57,la Trinitat Vella,622.3,10.8,35
2019,4,9,Sant Andreu,59,el Bon Pastor,713.4,10.7,43
2019,4,9,Sant Andreu,60,Sant Andreu,819.3,12.6,313
2019,4,9,Sant Andreu,61,la Sagrera,829.1,12.5,180
2019,4,9,Sant Andreu,62,el Congrés i els Indians,816.7,12.3,79
2019,4,9,Sant Andreu,63,Navas,856.8,12.9,136
2019,4,10,Sant Martí,64,el Camp de l'Arpa del Clot,857.9,13.9,345
2019,4,10,Sant Martí,65,el Clot,871.6,13.3,168
2019,4,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,1072.8,15.5,100
2019,4,10,Sant Martí,67,la Vila Olímpica del Poblenou,1357.8,17.7,77
2019,4,10,Sant Martí,68,el Poblenou,1051.3,15.9,253
2019,4,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,1498.6,18.5,82
2019,4,10,Sant Martí,70,el Besòs i el Maresme,693.8,10.8,114
2019,4,10,Sant Martí,71,Provençals del Poblenou,1013.6,14.5,112
2019,4,10,Sant Martí,72,Sant Martí de Provençals,835.7,12.0,110
2019,4,10,Sant Martí,73,la Verneda i la Pau,781.0,11.4,89
2020,1,1,Ciutat Vella,1,el Raval,864.5,14.5,485
2020,1,1,Ciutat Vella,2,el Barri Gòtic,1110.2,14.2,229
2020,1,1,Ciutat Vella,3,la Barceloneta,899.5,17.5,83
2020,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1030.0,14.9,276
2020,1,2,Eixample,5,el Fort Pienc,1059.9,14.6,245
2020,1,2,Eixample,6,la Sagrada Família,952.6,14.6,427
2020,1,2,Eixample,7,la Dreta de l'Eixample,1349.6,14.4,477
2020,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,1150.8,14.3,455
2020,1,2,Eixample,9,la Nova Esquerra de l'Eixample,1043.8,14.4,477
2020,1,2,Eixample,10,Sant Antoni,1010.5,14.1,297
2020,1,3,Sants-Montjuïc,11,el Poble Sec,837.0,14.3,315
2020,1,3,Sants-Montjuïc,13,la Marina de Port,810.1,11.5,97
2020,1,3,Sants-Montjuïc,14,la Font de la Guatlla,882.4,13.1,62
2020,1,3,Sants-Montjuïc,15,Hostafrancs,865.0,13.5,120
2020,1,3,Sants-Montjuïc,16,la Bordeta,870.0,13.4,99
2020,1,3,Sants-Montjuïc,17,Sants - Badal,858.3,13.8,152
2020,1,3,Sants-Montjuïc,18,Sants,891.4,14.5,343
2020,1,4,Les Corts,19,les Corts,1069.9,15.0,311
2020,1,4,Les Corts,20,la Maternitat i Sant Ramon,989.6,14.2,131
2020,1,4,Les Corts,21,Pedralbes,1626.9,15.6,50
2020,1,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",1191.3,12.2,10
2020,1,5,Sarrià-Sant Gervasi,23,Sarrià,1417.7,16.9,184
2020,1,5,Sarrià-Sant Gervasi,24,les Tres Torres,1662.4,16.3,100
2020,1,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,1311.5,15.8,176
2020,1,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,1388.9,15.4,427
2020,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,1053.9,15.1,273
2020,1,6,Gràcia,28,Vallcarca i els Penitents,966.4,14.2,130
2020,1,6,Gràcia,29,el Coll,814.8,12.7,54
2020,1,6,Gràcia,30,la Salut,939.7,14.2,80
2020,1,6,Gràcia,31,la Vila de Gràcia,963.6,14.9,532
2020,1,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,967.9,14.0,273
2020,1,7,Horta-Guinardó,33,el Baix Guinardó,920.8,13.8,158
2020,1,7,Horta-Guinardó,34,Can Baró,816.4,12.9,53
2020,1,7,Horta-Guinardó,35,el Guinardó,841.0,13.6,261
2020,1,7,Horta-Guinardó,36,la Font d'en Fargues,928.3,12.2,38
2020,1,7,Horta-Guinardó,37,el Carmel,707.9,12.3,180
2020,1,7,Horta-Guinardó,38,la Teixonera,741.3,11.6,61
2020,1,7,Horta-Guinardó,39,Sant Genís dels Agudells,698.9,10.2,32
2020,1,7,Horta-Guinardó,40,Montbau,788.1,11.8,37
2020,1,7,Horta-Guinardó,41,la Vall d'Hebron,963.4,12.5,32
