year,quarter,district_code,district_name,neighborhood_code,neighborhood_name,euros_month,euros_m2_month,num_agreements
2018,4,3,Sants-Montjuïc,15,Hostafrancs,811.0,13.89,163
2018,4,3,Sants-Montjuïc,16,la Bordeta,825.36,12.32,124
2018,4,3,Sants-Montjuïc,17,Sants - Badal,831.19,13.31,195
2018,4,3,Sants-Montjuïc,18,Sants,834.64,13.4,403
2018,4,4,Les Corts,19,les Corts,1031.46,15.05,360
2018,4,4,Les Corts,20,la Maternitat i Sant Ramon,960.03,13.53,186
2018,4,4,Les Corts,21,Pedralbes,1615.31,15.37,55
2018,4,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",898.33,14.25,21
2018,4,5,Sarrià-Sant Gervasi,23,Sarrià,1422.8,17.81,206
2018,4,5,Sarrià-Sant Gervasi,24,les Tres Torres,1567.91,16.43,98
2018,4,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,1283.24,16.27,245
2018,4,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,1374.82,15.27,470
