"Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Contractes","Nombre"
2016,"1",1,"Ciutat Vella",1,"el Raval","Contractes de lloguer",460
2016,"1",1,"Ciutat Vella",2,"el Barri Gòtic","Contractes de lloguer",187
2016,"1",1,"Ciutat Vella",3,"la Barceloneta","Contractes de lloguer",207
2016,"1",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Contractes de lloguer",277
2016,"1",2,"Eixample",5,"el Fort Pienc","Contractes de lloguer",204
2016,"1",2,"Eixample",6,"la Sagrada Família","Contractes de lloguer",348
2016,"1",2,"Eixample",7,"la Dreta de l'Eixample","Contractes de lloguer",379
2016,"1",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Contractes de lloguer",330
2016,"1",2,"Eixample",9,"la Nova Esquerra de l'Eixample","Contractes de lloguer",402
2016,"1",2,"Eixample",10,"Sant Antoni","Contractes de lloguer",254
2016,"1",3,"Sants-Montjuïc",11,"el Poble Sec","Contractes de lloguer",283
2016,"1",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Contractes de lloguer",7
2016,"1",3,"Sants-Montjuïc",13,"la Marina de Port","Contractes de lloguer",99
2016,"1",3,"Sants-Montjuïc",14,"la Font de la Guatlla","Contractes de lloguer",63
2016,"1",3,"Sants-Montjuïc",15,"Hostafrancs","Contractes de lloguer",96
2016,"1",3,"Sants-Montjuïc",16,"la Bordeta","Contractes de lloguer",86
2016,"1",3,"Sants-Montjuïc",17,"Sants - Badal","Contractes de lloguer",133
2016,"1",3,"Sants-Montjuïc",18,"Sants","Contractes de lloguer",266
2016,"1",4,"Les Corts",19,"les Corts","Contractes de lloguer",231
2016,"1",4,"Les Corts",20,"la Maternitat i Sant Ramon","Contractes de lloguer",103
2016,"1",4,"Les Corts",21,"Pedralbes","Contractes de lloguer",34
2016,"1",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Contractes de lloguer",18
2016,"1",5,"Sarrià-Sant Gervasi",23,"Sarrià","Contractes de lloguer",124
2016,"1",5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Contractes de lloguer",74
2016,"1",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Contractes de lloguer",170
2016,"1",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Contractes de lloguer",325
2016,"1",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Contractes de lloguer",224
2016,"1",6,"Gràcia",28,"Vallcarca i els Penitents","Contractes de lloguer",122
2016,"1",6,"Gràcia",29,"el Coll","Contractes de lloguer",45
2016,"1",6,"Gràcia",30,"la Salut","Contractes de lloguer",78
2016,"1",6,"Gràcia",31,"la Vila de Gràcia","Contractes de lloguer",553
2016,"1",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Contractes de lloguer",212
2016,"1",7,"Horta-Guinardó",33,"el Baix Guinardó","Contractes de lloguer",121
2016,"1",7,"Horta-Guinardó",34,"Can Baró","Contractes de lloguer",38
2016,"1",7,"Horta-Guinardó",35,"el Guinardó","Contractes de lloguer",226
2016,"1",7,"Horta-Guinardó",36,"la Font d'en Fargues","Contractes de lloguer",27
2016,"1",7,"Horta-Guinardó",37,"el Carmel","Contractes de lloguer",163
2016,"1",7,"Horta-Guinardó",38,"la Teixonera","Contractes de lloguer",72
2016,"1",7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Contractes de lloguer",44
2016,"1",7,"Horta-Guinardó",40,"Montbau","Contractes de lloguer",24
